Monthly_Income,Current_EMIs,Employment_Type,Credit_Score,Loan_Amount,Tenure_Years,Age,Bank_Interest_Rate,Processing_Fee_Percentage,Minimum_Tenure_Allowed,Maximum_Tenure_Allowed,Loan_Status
20744,1900,Student,705,878791,8,36,11.44,1.67,1,22,0
135906,4652,Salaried,678,426794,10,46,9.88,2.99,1,16,0
164765,53161,Student,694,3935180,5,46,15.5,1.25,3,11,0
23036,6789,Student,758,900350,14,41,14.21,2.34,2,11,0
74500,3807,Salaried,718,1733523,5,59,14.73,1.87,2,12,0
17352,1932,Self-Employed,778,4294402,3,56,8.58,1.31,3,22,0
141060,4857,Salaried,712,2846461,12,53,17.31,0.72,1,21,0
15138,358,Salaried,637,2989362,13,50,9.13,1.04,1,10,0
41762,13283,Salaried,708,921522,12,57,11.98,2.45,1,27,0
89965,19218,Salaried,677,4072928,5,43,12.33,1.2,2,14,0
133418,10238,Student,636,838140,12,30,8.51,0.86,1,28,0
59789,22922,Self-Employed,666,640381,10,25,13.22,1.33,3,19,1
81418,26770,Salaried,703,4282939,4,56,15.65,1.96,1,15,0
93518,7269,Salaried,833,1280746,11,54,16.32,2.26,2,27,0
119946,36593,Self-Employed,747,1212189,11,51,16.85,1.47,2,24,0
33354,5806,Student,720,175438,9,30,13.13,1.75,1,23,1
23016,2384,Self-Employed,774,2249391,8,39,14.49,1.64,1,25,0
195005,21826,Self-Employed,729,2632814,7,52,9.26,0.52,2,13,1
173175,36188,Salaried,552,4149906,6,21,13.14,1.49,1,28,0
173015,276,Salaried,757,1840008,14,25,9.97,1.97,3,30,1
92842,10503,Student,673,1615213,7,24,12.01,1.92,2,17,0
178864,9764,Self-Employed,667,1499087,9,36,11.63,2.37,1,10,1
166203,15038,Salaried,721,2168433,14,44,12.52,2.18,1,29,0
137115,8605,Salaried,805,2157359,2,36,13.93,1.19,1,22,0
37031,5185,Salaried,739,2731206,2,22,17.08,1.14,3,18,0
126041,46092,Self-Employed,644,3981586,8,48,12.25,1.66,2,10,0
68117,5686,Student,731,1913462,1,52,17.82,2.33,3,24,0
168245,33204,Salaried,774,4523014,7,47,15.71,0.73,1,24,1
136929,15369,Self-Employed,676,1648099,2,40,13.36,2.87,3,23,0
119859,16237,Salaried,723,2792974,4,44,14.62,1.86,1,14,1
86126,5585,Salaried,725,1858286,14,32,9.47,1.27,1,26,1
191481,48766,Salaried,668,864422,8,55,16.52,2.23,2,15,0
168512,35205,Salaried,700,2926280,13,53,14.03,0.61,2,18,0
34008,5738,Salaried,736,4129441,3,53,17.87,1.71,1,29,0
148296,41157,Salaried,675,3435744,10,57,14.55,1.71,1,28,0
77368,12091,Salaried,771,4076390,5,32,16.42,0.9,1,30,0
30372,9120,Salaried,746,3032410,1,23,16.1,2.59,2,26,0
69040,9821,Self-Employed,690,2951092,6,21,11.78,2.49,2,16,0
165043,25599,Salaried,612,2920574,2,53,10.97,0.88,1,17,0
138106,5355,Salaried,710,3931857,9,30,12.59,1.41,2,24,0
133581,34773,Salaried,633,388540,7,49,12.94,0.75,1,15,0
72505,20360,Self-Employed,718,1344315,12,33,10.78,2.62,3,10,0
62591,17845,Salaried,654,1339467,11,32,17.0,1.31,2,18,1
41672,4213,Salaried,711,2388377,14,51,13.65,1.6,1,16,0
33199,3841,Salaried,773,787954,9,22,17.8,1.31,3,29,0
197885,36021,Self-Employed,745,2803913,12,55,16.2,1.28,1,28,0
190936,20307,Salaried,652,4582688,8,43,13.78,2.37,3,13,0
70243,3866,Salaried,661,2395704,2,37,17.5,2.37,2,10,0
108574,20447,Salaried,706,79336,1,46,13.3,1.79,2,18,0
66955,20093,Self-Employed,788,1548339,3,28,16.93,2.14,1,11,0
19426,6919,Self-Employed,791,4685352,8,49,11.9,1.78,2,25,0
191743,2204,Self-Employed,694,812371,10,46,12.1,0.57,2,11,1
113934,11908,Salaried,617,2484003,2,30,12.47,0.67,3,12,0
76215,23067,Self-Employed,666,2600982,10,46,13.69,1.46,2,23,0
128688,46473,Salaried,731,3686562,11,54,13.76,2.37,3,22,0
141311,13379,Salaried,779,606718,4,27,13.22,2.78,3,26,1
38989,9915,Salaried,649,402414,9,24,11.41,0.57,3,19,0
157105,42736,Salaried,699,3927809,6,31,17.31,1.42,2,12,0
62118,19167,Salaried,738,339220,6,49,14.09,1.06,1,13,0
99565,22973,Salaried,809,4049453,3,56,12.37,2.54,1,14,0
58527,11691,Self-Employed,605,2287035,1,45,14.69,2.61,2,20,0
62153,9738,Salaried,780,1157810,12,41,15.8,1.02,3,15,1
88402,15449,Salaried,645,1628315,11,56,17.63,2.28,2,10,0
78761,7186,Salaried,674,2275541,4,30,13.25,2.33,1,28,0
40372,3642,Salaried,671,4540512,11,57,9.56,0.94,3,16,0
83431,5366,Self-Employed,752,2561910,1,29,12.69,1.58,2,19,0
108783,22357,Self-Employed,684,1700824,5,44,13.05,2.05,3,21,0
164092,8155,Salaried,637,1707153,7,55,17.02,0.57,3,21,0
20722,4444,Salaried,730,1444316,13,55,12.25,1.51,1,10,0
38816,9653,Student,737,4351400,13,56,17.56,0.89,3,18,0
43482,9171,Salaried,690,2015730,3,38,13.11,1.85,2,26,0
166130,20313,Salaried,759,1686675,1,59,17.75,2.61,3,21,0
30417,8345,Student,670,1085891,7,52,8.58,1.81,3,11,0
133474,9256,Salaried,710,1810511,11,44,17.04,0.59,2,18,0
64812,22626,Salaried,690,1834006,7,43,17.35,0.57,1,21,0
191679,7812,Salaried,770,2579832,3,52,17.63,2.01,1,13,0
159941,60315,Self-Employed,679,4658474,4,57,8.62,1.32,2,21,0
191098,46976,Self-Employed,763,736268,4,32,10.13,1.93,3,27,1
34991,10775,Self-Employed,681,197745,9,33,14.71,0.91,2,12,0
22415,6771,Salaried,674,3364344,9,43,8.74,2.44,2,10,0
49148,9865,Salaried,695,1997238,6,45,9.1,2.65,2,27,0
199531,38402,Self-Employed,670,95475,9,55,10.6,2.72,1,30,0
108526,35517,Self-Employed,651,3745727,11,50,13.37,1.26,3,17,0
145429,20975,Self-Employed,772,1470858,7,37,13.69,2.15,2,28,0
149345,47135,Salaried,613,128077,9,40,8.83,1.2,1,13,0
84087,12297,Student,587,4495818,5,45,10.12,2.41,1,25,0
148872,38078,Salaried,685,651891,1,42,13.25,0.8,3,26,0
137049,20583,Salaried,686,3753292,14,33,14.14,2.41,2,18,0
165945,13050,Salaried,711,2209173,6,39,9.91,1.6,3,17,0
181132,1538,Self-Employed,715,2118671,1,56,12.29,2.64,2,29,0
90225,19555,Self-Employed,677,346063,4,32,17.09,2.35,1,28,0
39618,1907,Self-Employed,712,742924,7,39,17.99,1.44,1,16,0
174034,56184,Salaried,683,3861666,5,32,17.88,2.76,3,21,0
54194,11599,Self-Employed,688,347675,11,29,16.88,1.21,2,10,0
71408,3731,Self-Employed,713,175355,7,27,12.25,2.92,3,26,0
34477,882,Salaried,660,4649409,7,48,15.02,2.42,2,15,0
61289,20979,Self-Employed,700,4579275,1,34,12.46,2.98,3,14,0
165653,59722,Student,681,3712340,9,51,14.66,0.63,1,29,0
169692,887,Self-Employed,635,2635917,2,39,11.44,1.19,3,16,0
96938,21205,Salaried,678,4728083,1,36,14.26,2.35,2,21,0
149837,51590,Self-Employed,691,1618146,6,25,13.48,2.81,3,14,0
37931,7196,Student,721,4758569,14,55,8.73,0.57,2,11,0
156633,16901,Salaried,691,1947883,14,32,16.01,0.5,3,13,0
125041,14256,Salaried,644,1144409,2,45,8.61,1.14,2,26,0
187239,71291,Salaried,616,1448949,6,41,11.28,2.63,2,17,0
112718,28890,Salaried,672,2635171,3,56,8.56,2.42,2,29,1
45109,15253,Student,686,3885598,11,43,12.07,1.35,3,14,0
126072,29231,Salaried,738,330833,13,36,9.1,0.51,3,26,1
17642,1177,Salaried,826,4044420,11,59,17.18,1.89,1,29,0
140844,47994,Salaried,729,2341136,1,59,12.45,1.09,2,13,0
80618,1920,Salaried,764,4845464,13,34,12.87,2.36,1,30,0
136759,24351,Salaried,732,2787946,6,51,11.82,1.62,1,27,1
197003,7674,Salaried,644,2406632,12,25,14.46,2.2,2,27,1
84212,2426,Self-Employed,787,3914044,8,55,15.95,2.63,1,27,0
58764,1134,Self-Employed,769,366462,1,43,14.66,1.84,3,25,0
20039,4897,Self-Employed,696,4330650,2,49,15.61,1.34,1,20,0
131214,26249,Self-Employed,664,2076110,3,31,17.11,2.42,3,17,1
189398,14924,Salaried,676,2112087,3,38,16.7,1.16,2,21,1
38248,7240,Salaried,766,3875258,9,32,14.9,2.73,2,27,0
100947,19296,Self-Employed,715,2953609,11,29,10.54,0.68,2,27,1
122237,18425,Salaried,736,3850315,11,30,14.56,2.59,1,17,0
193267,73233,Salaried,672,1892360,13,37,13.31,0.73,2,25,1
43927,8326,Salaried,742,3749509,8,58,15.31,0.64,2,26,0
153368,25398,Salaried,736,3483372,5,27,16.41,1.41,3,11,0
128499,18452,Self-Employed,692,1408126,4,33,15.56,2.89,1,30,1
27356,195,Salaried,694,4241896,5,29,16.54,2.96,1,24,0
172561,14387,Self-Employed,738,3188102,5,47,9.11,1.01,2,16,0
96257,19238,Student,663,2785090,13,22,8.8,0.87,1,10,0
81197,2472,Self-Employed,645,126240,12,25,10.96,1.38,2,11,0
31322,6968,Self-Employed,583,213187,7,49,17.06,1.34,3,13,0
124814,36455,Self-Employed,646,2794804,6,57,16.32,2.4,1,25,0
159989,4757,Salaried,596,1040121,3,58,14.99,1.61,1,21,0
114977,24690,Salaried,727,4159545,12,39,15.16,2.45,3,26,0
84166,31870,Student,663,4628887,11,28,15.4,2.37,1,13,0
30534,3360,Salaried,665,4848793,8,21,17.45,1.95,2,25,0
23640,1948,Self-Employed,568,2453233,13,42,16.41,2.58,1,16,0
179044,10799,Self-Employed,700,120463,13,37,14.42,0.99,1,17,0
99607,6160,Self-Employed,676,1210294,5,27,14.82,0.9,3,18,0
51413,12816,Self-Employed,635,614430,13,45,10.53,2.38,3,23,1
156727,47897,Self-Employed,714,4670792,6,24,14.74,1.11,2,18,0
40963,11186,Salaried,787,1456150,14,56,12.53,0.51,1,24,0
195882,4994,Self-Employed,698,1543551,2,26,9.95,2.78,1,30,1
148653,51717,Salaried,690,3251208,8,51,16.16,2.06,3,13,1
171379,11064,Salaried,698,4072261,4,39,13.35,1.61,2,12,1
179474,26946,Salaried,717,3963397,14,59,17.79,2.31,1,19,0
144974,27197,Salaried,627,1491246,11,47,11.18,1.33,2,13,1
79925,3306,Self-Employed,630,2320463,1,30,13.07,2.88,1,27,0
146742,23675,Salaried,705,3099316,13,46,12.76,0.67,3,20,0
26577,3792,Salaried,671,956450,12,39,9.65,2.1,3,28,0
101598,35931,Self-Employed,707,158944,7,59,12.55,2.44,3,28,0
96471,489,Salaried,694,2003341,10,23,11.23,1.67,3,27,1
133028,39178,Salaried,657,745532,11,33,10.02,2.39,3,22,0
21859,3278,Salaried,667,2986537,2,48,11.18,2.82,3,13,0
64522,857,Salaried,728,2259853,6,40,10.72,2.36,2,12,1
199514,51877,Self-Employed,696,1907596,1,48,15.47,1.27,3,25,0
52019,12180,Salaried,649,4186725,10,28,8.79,1.9,2,23,0
58395,10006,Student,735,2173091,10,59,14.37,2.78,3,19,0
15203,160,Salaried,676,2082709,13,21,15.73,1.62,1,15,0
123036,19259,Salaried,696,3622401,6,23,13.07,2.2,1,17,0
80901,14010,Salaried,786,3298204,6,33,17.35,1.66,1,25,0
96159,2378,Self-Employed,705,3699279,6,48,15.22,0.8,2,19,0
90403,33724,Self-Employed,737,4267690,3,45,15.61,0.65,3,30,0
75815,22780,Salaried,730,1003122,4,53,10.37,2.88,2,16,0
40525,14282,Salaried,648,1706042,10,58,15.88,2.03,3,28,0
192359,76312,Salaried,755,3790030,3,26,16.4,0.76,1,27,1
48340,7082,Self-Employed,782,1000922,14,52,11.93,2.64,2,22,0
137564,3262,Salaried,793,2838107,2,41,10.53,1.81,3,17,0
151304,2217,Salaried,734,3488780,2,36,12.16,2.43,2,23,1
78185,7031,Student,779,3417851,5,41,15.53,0.82,2,18,0
146642,32254,Self-Employed,780,4523447,12,31,12.47,2.77,1,21,0
76169,23470,Salaried,717,299265,4,57,15.5,1.98,1,15,0
27192,8566,Salaried,691,709987,14,56,9.58,2.35,1,29,0
149327,57433,Salaried,636,2263697,5,55,16.16,0.58,1,21,1
199099,23989,Salaried,787,2170711,13,39,10.91,1.29,1,28,0
151093,32464,Self-Employed,778,538051,7,40,10.86,1.17,3,21,1
168322,66798,Self-Employed,649,997272,3,38,14.11,2.87,3,16,0
188860,46830,Self-Employed,774,761943,5,34,9.17,0.96,1,24,1
70571,14715,Student,717,4856546,14,35,8.75,2.27,1,25,0
98014,35179,Salaried,715,1517130,4,51,10.98,0.61,1,13,0
17775,5001,Salaried,694,4039284,14,21,13.61,0.99,2,15,0
183171,61799,Salaried,661,2434775,13,23,17.12,1.35,1,25,0
188115,15408,Student,632,881257,6,36,16.54,2.49,3,24,0
53225,6079,Salaried,649,1772199,8,43,13.16,2.47,3,11,1
190745,45066,Salaried,767,2716981,10,31,8.85,2.88,2,12,0
168837,59287,Self-Employed,714,921535,12,32,13.58,2.79,3,24,0
165592,51934,Salaried,745,2792455,2,30,15.2,0.7,1,17,0
145956,5208,Salaried,672,647904,10,52,11.72,2.57,2,21,0
73870,21158,Student,775,901161,11,36,9.56,1.63,2,11,1
196068,14031,Self-Employed,717,4280987,12,28,11.15,2.66,3,24,0
21587,226,Self-Employed,684,607242,9,58,15.83,0.72,1,17,0
181375,34700,Self-Employed,712,1693909,3,32,11.84,2.56,1,20,0
95059,1881,Student,686,2979735,9,44,16.21,0.9,1,26,0
18262,1445,Self-Employed,750,3250450,12,48,11.54,1.33,2,30,0
21901,2785,Salaried,710,789574,8,28,10.05,0.57,3,10,0
171877,11874,Student,741,4687370,12,48,12.64,0.81,3,29,0
135606,49500,Self-Employed,673,3026030,14,56,12.8,1.61,3,24,0
192747,19942,Salaried,724,2856284,13,46,8.65,2.55,1,30,0
56235,18931,Salaried,668,1280796,1,28,9.61,2.43,2,11,0
118751,38897,Student,722,1962493,8,48,10.26,1.09,2,19,0
128892,26096,Self-Employed,737,2879045,2,48,9.58,0.88,3,29,0
198581,66406,Student,749,3507521,13,57,11.74,1.47,3,15,0
190441,30676,Self-Employed,639,429593,12,56,17.66,2.71,2,12,0
62574,10623,Salaried,732,1676528,9,47,13.34,0.73,3,22,0
49485,19456,Salaried,732,348783,12,37,14.46,1.86,2,24,0
104037,13304,Self-Employed,737,2165226,14,29,11.89,0.72,2,15,0
67265,16061,Self-Employed,704,2649327,10,53,11.57,1.68,3,18,0
43054,9783,Salaried,667,2999311,3,40,8.72,0.82,2,19,0
171904,13682,Student,690,2126775,3,33,13.25,0.7,2,18,1
25234,8464,Self-Employed,696,3931143,6,48,13.09,0.98,3,27,0
91918,12580,Salaried,716,1622138,4,49,10.0,1.14,3,18,0
146379,56889,Self-Employed,726,470539,14,33,15.76,1.19,3,27,0
40954,5869,Salaried,694,2572919,1,55,13.18,2.11,2,18,0
28255,4567,Salaried,660,3899091,6,26,11.72,0.64,3,14,0
76576,29038,Salaried,716,4874574,2,38,9.9,0.7,3,22,0
108079,31349,Self-Employed,642,4482787,8,25,13.75,0.97,2,21,0
23002,4247,Salaried,728,4424798,3,45,15.65,2.68,2,18,0
59724,15641,Self-Employed,734,2900774,2,22,11.18,2.07,3,28,0
136987,20566,Salaried,668,4511213,3,30,10.58,2.33,3,29,0
126576,29523,Self-Employed,683,3273253,5,50,13.46,1.43,2,10,0
108664,38652,Salaried,604,1124477,9,25,9.98,1.03,2,20,1
40464,11129,Salaried,696,347584,11,53,14.83,0.59,1,14,0
139206,41430,Self-Employed,727,904741,8,21,14.25,1.72,2,16,0
57946,10377,Salaried,709,4540224,8,38,9.33,1.94,2,22,1
85204,20671,Salaried,708,1643786,13,52,8.85,2.74,1,15,0
91996,16968,Self-Employed,654,1325393,1,31,14.39,2.71,3,22,0
17866,6173,Self-Employed,681,1895964,11,41,11.3,1.56,1,15,0
175703,62901,Salaried,723,2635181,9,46,9.32,1.56,2,24,1
46417,18103,Salaried,678,2648475,1,45,15.71,0.9,1,17,0
101567,26212,Self-Employed,692,3936912,9,42,11.48,1.14,1,20,0
87373,34217,Salaried,721,4175903,8,47,12.87,2.81,1,19,0
135592,37392,Salaried,721,3073504,6,33,10.75,0.85,1,18,1
81125,20908,Salaried,677,1340894,6,53,14.46,2.92,1,13,0
64420,9968,Salaried,727,4867911,3,54,11.36,1.76,1,23,0
159341,57136,Student,791,4613653,11,55,17.7,1.64,3,13,0
103209,9603,Salaried,628,4827421,13,21,15.18,0.94,1,24,0
44227,11126,Salaried,777,2760864,3,41,9.8,2.15,1,30,0
33019,9890,Salaried,703,985783,8,26,12.46,1.65,1,19,0
141278,47466,Self-Employed,696,1815317,10,48,12.16,1.43,1,23,1
115260,39791,Salaried,726,3898189,4,37,13.58,1.16,2,15,0
192871,4827,Self-Employed,704,161362,6,25,16.5,0.67,1,25,1
191298,59550,Student,624,2459409,8,51,14.04,1.8,1,21,0
73219,2418,Salaried,624,1960217,6,25,9.08,1.28,1,13,0
53084,16244,Salaried,650,4464011,2,58,14.73,2.27,3,10,0
70468,19094,Self-Employed,707,875963,4,23,8.58,2.31,1,13,0
56247,5737,Self-Employed,762,2611913,9,43,15.91,1.33,2,22,0
83207,6519,Self-Employed,695,492244,6,57,14.83,2.17,3,16,0
108474,40469,Salaried,720,457407,7,57,11.43,1.15,2,24,0
173458,31721,Self-Employed,703,2393136,2,30,11.28,2.32,3,15,0
171488,1814,Salaried,683,1770444,5,30,16.08,0.54,3,23,1
61335,14038,Salaried,641,806079,9,39,15.94,0.88,1,27,0
106128,28141,Salaried,685,2782406,9,37,11.85,1.11,1,13,1
92154,8307,Salaried,671,362916,5,41,11.34,2.43,3,10,0
173598,68477,Self-Employed,688,2981531,9,34,13.82,0.67,1,12,0
119501,38218,Self-Employed,692,3007498,10,29,8.58,0.97,1,22,0
94211,4586,Salaried,698,1985657,12,21,9.29,1.4,3,27,1
151949,39553,Salaried,702,4800014,7,33,9.7,0.52,3,13,0
169599,18443,Salaried,664,4178784,13,24,10.26,2.41,2,13,1
40095,5956,Salaried,707,1978854,14,21,13.36,1.9,3,20,0
119428,34172,Salaried,674,1840146,4,52,17.93,2.75,2,23,0
135243,24338,Salaried,667,2826374,4,54,14.7,0.58,2,16,0
95152,4933,Salaried,668,1134309,2,48,9.08,1.18,1,12,0
35323,44,Salaried,753,318508,4,51,13.49,2.33,1,16,1
110598,931,Salaried,671,4979426,6,28,13.22,2.19,3,17,1
103302,36174,Self-Employed,725,2230945,5,59,9.87,1.11,3,21,0
169237,3748,Salaried,748,4828972,12,46,17.24,1.99,2,16,1
135617,39560,Self-Employed,744,1669282,5,54,12.69,2.48,2,25,0
166738,1161,Salaried,791,937099,8,23,17.95,0.58,1,26,0
121511,23853,Salaried,697,1201882,7,32,12.49,2.29,3,13,0
198622,44910,Self-Employed,680,4672942,1,21,14.28,1.13,3,26,0
98291,7135,Self-Employed,652,4659409,10,25,9.5,2.87,3,27,0
156842,39321,Salaried,666,96250,11,50,12.82,1.85,3,13,0
195418,2537,Salaried,734,4278087,9,50,10.77,0.58,1,26,0
197574,29092,Self-Employed,697,2318693,9,37,16.44,1.51,1,24,1
74754,22056,Salaried,620,2198185,9,43,15.95,2.92,2,26,1
168263,28992,Self-Employed,784,3567847,6,35,16.33,2.33,1,22,0
41270,5197,Salaried,762,1246311,5,57,15.37,1.25,2,12,0
157157,30564,Self-Employed,679,4838109,2,41,16.41,1.94,1,21,0
166883,6135,Student,744,103687,9,34,10.41,2.0,1,26,0
42564,7697,Salaried,735,4826415,13,22,12.79,0.56,3,16,1
151132,10900,Salaried,760,1177109,12,31,15.07,0.95,2,16,1
87684,18748,Salaried,786,4063582,12,59,14.56,1.88,2,20,0
176077,6638,Self-Employed,599,1646246,8,58,15.31,1.51,2,25,0
82789,864,Salaried,699,2029746,1,54,10.63,0.98,1,13,0
118533,16309,Self-Employed,706,4657765,2,58,9.44,2.43,3,25,0
99698,15960,Salaried,746,2048547,12,54,17.21,1.72,1,14,0
88290,4078,Salaried,696,3027299,14,38,13.82,1.27,3,28,0
100886,26681,Salaried,716,1596064,2,50,9.96,0.9,1,23,0
22493,4103,Self-Employed,660,2633236,11,35,16.04,2.03,2,16,0
62315,18028,Salaried,680,721986,6,47,17.19,2.17,1,18,1
153202,6828,Self-Employed,733,3868971,4,54,10.11,2.17,2,22,0
90986,20423,Salaried,754,2581113,10,58,16.27,1.05,3,25,0
171697,44950,Salaried,756,1709090,7,53,17.37,1.99,2,30,0
158326,55734,Salaried,816,4582889,10,44,17.41,2.76,2,13,0
75197,19041,Salaried,798,4904501,1,35,17.18,1.38,2,16,0
195066,12615,Salaried,699,4590334,8,50,13.69,1.03,2,12,0
103422,32651,Salaried,725,1841396,14,37,11.88,2.43,3,29,0
167271,57724,Self-Employed,789,4151599,1,25,8.57,0.94,1,24,0
141299,30133,Salaried,771,2505918,9,49,9.08,1.13,1,30,0
122573,32284,Salaried,712,360435,14,24,12.57,0.75,1,23,1
105909,20827,Salaried,642,2030407,9,30,12.29,1.17,1,16,0
42241,16890,Self-Employed,615,2743695,6,37,10.25,1.53,2,27,0
26350,6360,Student,708,4524024,10,30,12.26,0.66,3,14,0
15390,5615,Salaried,725,4650549,11,37,10.16,2.68,3,30,0
20867,1211,Salaried,725,362579,1,40,16.56,1.78,1,29,0
126048,30908,Salaried,663,1574631,3,44,11.33,1.97,1,17,0
23947,5930,Salaried,743,3878239,3,25,14.19,1.43,3,29,0
153426,44062,Salaried,706,2357600,7,54,13.28,2.17,3,27,0
43633,15848,Self-Employed,813,1194337,10,26,8.99,1.58,2,30,0
114782,39164,Salaried,679,623881,10,22,17.45,2.4,3,28,0
141700,6533,Salaried,721,1726644,14,33,13.51,2.55,3,29,0
82616,6089,Self-Employed,573,3245741,11,31,11.59,2.18,2,12,0
163725,49556,Self-Employed,603,2939190,5,43,10.0,1.73,2,15,1
105385,18690,Salaried,743,1540641,12,36,11.72,2.46,2,27,1
106321,32698,Salaried,686,3485715,1,51,8.69,1.74,3,24,0
163929,19627,Student,631,367942,9,31,11.95,0.78,3,23,1
119186,22366,Salaried,813,2845126,1,36,13.55,0.79,3,30,0
117828,6559,Self-Employed,744,2767892,10,28,16.78,2.87,2,17,1
92242,12070,Salaried,771,1693906,3,24,15.03,1.03,3,20,0
105140,15310,Salaried,627,1497307,6,24,9.56,2.54,3,20,0
91946,19522,Salaried,754,1848594,13,45,9.9,1.12,2,21,1
26279,5452,Student,681,2927448,12,23,12.57,1.58,1,25,1
80524,17400,Salaried,567,1632701,8,52,10.36,2.14,1,16,0
182896,33073,Salaried,767,1067497,14,23,8.76,0.9,3,12,0
117166,14506,Salaried,755,1413133,13,47,16.15,2.34,2,11,0
65971,15674,Salaried,746,2251016,12,49,8.69,2.22,2,12,0
110386,20590,Salaried,789,3202963,14,52,16.39,1.86,3,17,0
140849,41863,Salaried,649,1202791,7,39,9.87,1.91,3,29,0
55644,15896,Salaried,706,281414,13,41,17.76,0.76,1,17,1
57814,4683,Salaried,673,3452862,9,25,14.24,1.59,2,13,0
36650,12322,Student,759,256251,8,38,15.48,0.72,3,22,1
36042,7082,Student,644,4563207,6,48,9.55,1.27,2,26,0
166990,28379,Self-Employed,785,4446208,5,42,16.69,2.75,3,27,1
159993,32894,Salaried,612,1749660,14,41,16.47,1.94,1,14,0
37837,14997,Salaried,719,897405,8,26,14.7,2.36,3,21,0
66413,4180,Salaried,658,2700196,9,21,13.27,1.93,1,11,0
45341,4758,Self-Employed,753,4901039,14,25,15.35,0.99,1,19,1
18729,5974,Salaried,654,4502664,7,32,8.56,1.99,3,16,1
167364,3159,Salaried,760,2123946,9,46,14.13,2.39,3,24,1
186806,68116,Self-Employed,668,3197887,13,54,16.55,0.85,1,16,0
29678,6772,Salaried,708,2995081,2,34,11.89,2.54,2,24,0
197520,901,Salaried,681,3672541,2,46,9.53,1.89,2,25,0
151694,57204,Self-Employed,655,1419971,13,47,12.5,0.51,1,10,0
65210,18432,Salaried,696,4689148,1,29,15.41,1.8,1,24,0
142466,19937,Self-Employed,711,1417064,6,46,9.52,1.49,3,12,1
188696,37344,Salaried,745,3328262,2,42,10.46,1.24,3,19,0
96788,34836,Salaried,796,1834094,10,50,9.9,2.43,1,25,1
38283,8465,Salaried,638,4347084,9,37,16.07,2.75,1,11,0
15515,4286,Salaried,679,1650720,3,46,9.1,2.41,2,26,0
111502,3332,Salaried,739,3992033,2,56,15.02,2.62,2,10,0
120219,5033,Salaried,658,1737023,14,21,11.98,2.77,2,13,0
130828,38498,Student,733,2074611,8,28,15.68,2.78,1,20,0
31932,7675,Salaried,739,2310791,12,55,17.66,0.79,1,26,0
159870,17558,Salaried,739,3916585,3,35,9.59,1.64,2,11,0
32118,6232,Salaried,677,3560764,2,42,11.49,0.5,2,10,0
110865,11110,Self-Employed,654,2410901,3,34,16.2,1.77,3,15,0
175337,32330,Salaried,764,4467338,12,46,11.03,2.81,3,20,0
114694,19773,Self-Employed,738,4557863,9,48,10.54,1.0,1,13,0
16515,6326,Self-Employed,720,819565,3,43,16.34,2.1,3,20,0
137990,21493,Salaried,654,2167191,2,34,17.88,2.11,1,14,0
16577,1296,Self-Employed,739,4255089,4,44,13.79,0.9,1,19,1
80431,17297,Student,678,3914860,14,22,11.14,1.1,1,14,0
143848,15511,Salaried,662,436213,13,46,12.29,1.66,2,12,0
130375,47124,Self-Employed,660,972426,8,34,10.12,0.97,3,15,1
67335,20181,Self-Employed,751,1603091,3,27,15.74,1.96,3,22,0
166285,66151,Self-Employed,743,2145104,11,23,15.85,1.71,3,25,0
89694,20651,Self-Employed,725,3474638,1,43,16.81,1.8,3,16,0
163868,42543,Self-Employed,675,1787075,14,38,8.75,0.84,2,27,0
186277,34159,Self-Employed,651,3323751,4,58,13.84,1.79,3,12,0
24265,4813,Salaried,770,2641822,6,55,10.54,0.62,3,15,0
52425,10486,Student,654,542503,8,35,11.74,2.7,2,19,0
156215,25855,Salaried,658,3546716,1,45,15.96,1.36,3,25,0
117478,26957,Salaried,714,4380972,7,57,10.32,2.64,3,22,0
42388,15706,Salaried,593,4767776,5,48,14.56,2.25,2,18,0
141519,11357,Self-Employed,618,1768562,5,30,14.72,2.42,2,25,0
34065,3199,Salaried,610,4333664,10,59,17.56,1.29,2,20,0
177947,6054,Student,744,3355107,3,37,15.86,1.07,2,18,0
94335,26312,Salaried,616,3850760,2,59,16.13,1.52,1,19,0
115963,40277,Salaried,723,1928266,14,42,13.55,0.56,2,20,1
41950,6240,Self-Employed,733,4612051,4,46,10.27,2.8,3,30,0
38834,1706,Salaried,743,1913907,12,45,12.54,1.47,3,24,0
20583,4897,Salaried,750,1863353,8,37,13.72,2.97,3,30,0
127652,11703,Salaried,671,2708492,10,33,14.94,2.4,3,22,0
48686,11445,Salaried,754,3067465,2,40,14.27,0.7,1,26,0
57818,2118,Self-Employed,716,2446629,10,45,12.24,2.15,1,13,0
54405,8243,Self-Employed,699,4872778,12,24,11.02,1.18,1,20,1
107850,19583,Salaried,705,1857317,9,30,10.1,1.11,3,10,0
171258,22813,Salaried,644,4060442,4,23,15.09,1.14,3,10,0
87104,19041,Self-Employed,677,804981,14,38,14.63,2.79,2,12,0
81766,17517,Student,748,4928274,8,56,15.03,1.75,2,24,0
186947,26081,Salaried,709,1639426,1,42,12.04,2.17,3,10,0
